name;title;category;address;city;state;phone;website;google_maps_url;rating;reviews_count;instagram
Uai Pamonha Mineira;Lanchonete;Lanchonete;R. Dr. Adail Viana Santana, 1ª Etapa - St. Serra Dourada - 3ª Etapa, Aparecida de Goiânia - GO, 74973-230, Brasil;Aparecida de Goiânia;GO;+5562993072578;;https://www.google.com/maps/search/?api=1&query=Uai%20Pamonha%20Mineira&query_place_id=ChIJ0fG6o7n7XpMR3PDZpEGT6Fk;4.6;101;
Piccola Villa;Pizzaria;Pizzaria;R. Jangadeiros Alagoanos, 1564 - Pajuçara, Maceió - AL, 57030-000, Brasil;Aparecida de Goiânia;GO;+5582981774040;;https://www.google.com/maps/search/?api=1&query=Piccola%20Villa&query_place_id=ChIJy6OB86dFAQcRm_4sHmxZj_w;4.6;1131;
Restaurante Wanchako;Restaurante peruano;Restaurante peruano;Rua Prefeito Abdon Arroxelas, 147 - Ponta Verde, Maceió - AL, 57035-380, Brasil;Aparecida de Goiânia;GO;+5582988899634;https://www.wanchako.com.br/;https://www.google.com/maps/search/?api=1&query=Restaurante%20Wanchako&query_place_id=ChIJleZQhKJFAQcRCZwP9nwDDEM;4.5;1629;
Simplé açaí;Loja de açaí;Loja de açaí;R. Maj. Felício, 94 - Jardim São Paulo, Recife - PE, 50910-170, Brasil;Aparecida de Goiânia;GO;+5581998089699;;https://www.google.com/maps/search/?api=1&query=Simpl%C3%A9%20a%C3%A7a%C3%AD&query_place_id=ChIJCxf6DjIfqwcRzkDtn0dAD9I;5;1;
BEER ROCK PUB - Música ao vivo todo dia. Almoço, jantar, pizzas, burgers e chopp artesanal em Porto.;Restaurante;Restaurante;Galeria Calçadão - Porto de Galinhas, Ipojuca - PE, 55590-000, Brasil;Aparecida de Goiânia;GO;+5581987757554;https://www.beerrockcafe.com.br/;https://www.google.com/maps/search/?api=1&query=BEER%20ROCK%20PUB%20-%20M%C3%BAsica%20ao%20vivo%20todo%20dia.%20Almo%C3%A7o%2C%20jantar%2C%20pizzas%2C%20burgers%20e%20chopp%20artesanal%20em%20Porto.&query_place_id=ChIJRYIpUTmTqgcRIBgiRuCj_wY;4.7;1123;
Outback Steakhouse;Restaurante;Restaurante;Av. Comendador Gustavo Paiva, 5945 Espaço de uso comércial, 1053 - Cruz das Almas, Maceió - AL, 57038-000, Brasil;Aparecida de Goiânia;GO;+558230252555;https://www.outback.com.br/;https://www.google.com/maps/search/?api=1&query=Outback%20Steakhouse&query_place_id=ChIJbeAWiX9GAQcRnllVSR5ReGg;4.5;7981;
Pizzaria D'Paula Jardim São Paulo;Pizzaria;Pizzaria;Rua Senador Alberto Pasqualini, 250 - Loja 02 - Jardim São Paulo, Recife - PE, 50781-750, Brasil;Aparecida de Goiânia;GO;+5581981617478;;https://www.google.com/maps/search/?api=1&query=Pizzaria%20D'Paula%20Jardim%20S%C3%A3o%20Paulo&query_place_id=ChIJVxJOQroeqwcRNqNXp2nUAWo;4.5;8;
Restaurante Mamoeiro;Restaurante brasileiro;Restaurante brasileiro;Tv. José Augusto da Silva - Massagueira, Mal. Deodoro - AL, 57160-000, Brasil;Aparecida de Goiânia;GO;+558232607069;;https://www.google.com/maps/search/?api=1&query=Restaurante%20Mamoeiro&query_place_id=ChIJAQAAAMNTAQcRKHJKMShmkxk;4.4;292;
Restaurante da Parmegiana;Restaurante italiano;Restaurante italiano;Av. Wilson Benigno da Silva, 118 - Moacir Soares, Cupira - PE, 55460-000, Brasil;Aparecida de Goiânia;GO;+5581982045453;http://www.instagram.com/restaurantedaparmegiana;https://www.google.com/maps/search/?api=1&query=Restaurante%20da%20Parmegiana&query_place_id=ChIJ_5DlK8__qQcRlgTPZ9gEYfA;4.6;316;http://www.instagram.com/restaurantedaparmegiana
Fidelis restaurante;Restaurante;Restaurante;R. Maria Rezende Machado, 800 - Coroa do Meio, Aracaju - SE, 49035-128, Brasil;Aparecida de Goiânia;GO;+5579981122023;https://www.instagram.com/fidelis_restaurante?igsh=MTF0MDY1d3FiZXBvaw==;https://www.google.com/maps/search/?api=1&query=Fidelis%20restaurante&query_place_id=ChIJx9_22PaxGgcREegrXltqbnI;4.7;109;https://www.instagram.com/fidelis_restaurante?igsh=mtf0mdy1d3fizxbvaw==
Restaurante boteco Ferreira;Restaurante;Restaurante;R. Alagoas, 1021 - a - José Conrado de Araújo, Aracaju - SE, 49085-000, Brasil;Aparecida de Goiânia;GO;+557930858100;;https://www.google.com/maps/search/?api=1&query=Restaurante%20boteco%20Ferreira&query_place_id=ChIJZb1UFBuzGgcREij6aqm5oGo;4.6;1469;
Bar e restaurante Du porto;Restaurante;Restaurante;R. Praia da Costa, 3239 - Atalaia Nova, Barra dos Coqueiros - SE, 49141-460, Brasil;Aparecida de Goiânia;GO;+5579996273037;https://www.instagram.com/duportobarerestaurante/;https://www.google.com/maps/search/?api=1&query=Bar%20e%20restaurante%20Du%20porto&query_place_id=ChIJ7WH4wV60GgcRDYtEvhDbqtA;4.3;792;https://www.instagram.com/duportobarerestaurante/
Pizzaria Sao Paulo (Paripueira);Pizzaria;Pizzaria;R. Projetada Cbt Vinte e Três, 13 - centro, Paripueira - AL, 57935-000, Brasil;Aparecida de Goiânia;GO;+5582981185098;;https://www.google.com/maps/search/?api=1&query=Pizzaria%20Sao%20Paulo%20(Paripueira)&query_place_id=ChIJpevz-QwXAQcRlayepwgsy6o;4.6;140;
Ristorante Mamma Mia;Pizzaria;Pizzaria;R. das Piscinas Naturais, 200 - Porto de Galinhas, Ipojuca - PE, 55590-000, Brasil;Aparecida de Goiânia;GO;+558130798227;https://instagram.com/mammamiaporto;https://www.google.com/maps/search/?api=1&query=Ristorante%20Mamma%20Mia&query_place_id=ChIJe-VTWYeRqgcRezRE5milgVg;4.4;1020;https://instagram.com/mammamiaporto
Restaurante Bonaparte - Aeroporto Internacional do Recife;Restaurante fast-food;Restaurante fast-food;Aeroporto Internacional do Recife/Guararapes - Gilberto Freyre - Praça Min. Salgado Filho, s/n - Loja c2pb 01/03 - Imbiribeira, Recife - PE, 51210-001, Brasil;Aparecida de Goiânia;GO;+5581996356245;http://www.menudigital.app/bonaparte/;https://www.google.com/maps/search/?api=1&query=Restaurante%20Bonaparte%20-%20Aeroporto%20Internacional%20do%20Recife&query_place_id=ChIJG87Y-zkeqwcRHdpZZcKzOtw;3.7;327;
Akira Ramen;Restaurante especializado em ramen;Restaurante especializado em ramen;R. Cap. Rebelinho, 162 - Pina, Recife - PE, 51011-010, Brasil;Aparecida de Goiânia;GO;+558132040666;https://www.instagram.com/akira.ramen?igsh=eDFkNHA0dmV4czMx;https://www.google.com/maps/search/?api=1&query=Akira%20Ramen&query_place_id=ChIJ9XxStl8fqwcRvAhN8QVdqCw;4.2;309;https://www.instagram.com/akira.ramen?igsh=edfknha0dmv4czmx
Hi Academia Candeias;Academia;Academia;R. Bacharel José Mário de Oliveira, 3595 - Candeias, Jaboatão dos Guararapes - PE, 54420-090, Brasil;Aparecida de Goiânia;GO;+5581998010247;https://site.hiacademia.com.br/unidade-candeias/;https://www.google.com/maps/search/?api=1&query=Hi%20Academia%20Candeias&query_place_id=ChIJ20YtOazhqgcR6ZZqoXF0EBI;4.5;324;
Define Fitness Academia;Academia;Academia;R. Pedro Nunes, 81 - Areias, Recife - PE, 50860-090, Brasil;Aparecida de Goiânia;GO;+5581996377309;;https://www.google.com/maps/search/?api=1&query=Define%20Fitness%20Academia&query_place_id=ChIJSw4f8GYfqwcR2ZT1XLirdD0;4.7;106;
Motive Academia;Sala de fitness;Sala de fitness;Av. Dois Rios, 1238 - Ibura, Recife - PE, 51230-000, Brasil;Aparecida de Goiânia;GO;+5581998985815;https://www.instagram.com/motive.academia/;https://www.google.com/maps/search/?api=1&query=Motive%20Academia&query_place_id=ChIJjcEuxXofqwcRlUkCq9nSDH4;4.6;218;https://www.instagram.com/motive.academia/
Academia Elite Fitness;Academia;Academia;Rua Jack Ayres, 176 - Boa Viagem, Recife - PE, 51020-310, Brasil;Aparecida de Goiânia;GO;+558133287754;;https://www.google.com/maps/search/?api=1&query=Academia%20Elite%20Fitness&query_place_id=ChIJzYFZ4LEfqwcRBDlhP0FS2qU;4.5;156;
Top Training;Academia;Academia;R. José Veloso, 264 - San Martin, Recife - PE, 50761-250, Brasil;Aparecida de Goiânia;GO;+5581985232272;;https://www.google.com/maps/search/?api=1&query=Top%20Training&query_place_id=ChIJezPnETYZqwcR--o9tQpI8Fo;4.6;137;
Academia Tecnoforma;Sala de fitness;Sala de fitness;R. Santo Amaro, 175 - Centro, Jaboatão dos Guararapes - PE, 54080-320, Brasil;Aparecida de Goiânia;GO;+5581983347208;http://academiatecnoforma.com.br/;https://www.google.com/maps/search/?api=1&query=Academia%20Tecnoforma&query_place_id=ChIJ12ai_TwdqwcRX0ZgqRkHM48;4.5;465;
Academia Treino & Cia;Academia;Academia;R. José de Holanda, 547 - Torre, Recife - PE, 50710-140, Brasil;Aparecida de Goiânia;GO;+5581985021636;;https://www.google.com/maps/search/?api=1&query=Academia%20Treino%20%26%20Cia&query_place_id=ChIJ55iHzhwZqwcRFcXyl_ZE9Ck;4.6;90;
Luzia Academia de Ginástica;Personal trainer;Personal trainer;R. Pref. José Alberto de Lima, 125 - Jardim Santo Inacio, Cabo de Santo Agostinho - PE, 54515-503, Brasil;Aparecida de Goiânia;GO;+558135211262;https://www.google.com.br/url?sa=t&source=web&rct=j&url=https://m.facebook.com/LuziaAcademiaDeGinastica/%3Flocale2%3Dpt_BR&ved=0ahUKEwjboKz26frVAhVMRyYKHeaiB20QFgj_ATAb&usg=AFQjCNEluUQ2Jci3U2wzwIrX5hcuI9x45w;https://www.google.com/maps/search/?api=1&query=Luzia%20Academia%20de%20Gin%C3%A1stica&query_place_id=ChIJ83Oa4vfvqgcRrQ6L8V0hMKI;4.3;125;
Academia Hotação em Porto de Galinhas;Academia;Academia;Rod. Marcílio Fragoso de Medeiros, s/n - Recanto, Ipojuca - PE, 55590-000, Brasil;Aparecida de Goiânia;GO;+5581999470469;https://wa.me/5581999470469;https://www.google.com/maps/search/?api=1&query=Academia%20Hota%C3%A7%C3%A3o%20em%20Porto%20de%20Galinhas&query_place_id=ChIJxW39SiaSqgcRBfsLoKvx_PI;4.1;195;
SKYFIT Recife;Academia;Academia;Av. Mal. Mascarenhas de Morais, 2885 - Imbiribeira, Recife - PE, 51150-003, Brasil;Aparecida de Goiânia;GO;+5581987580778;https://skyfitacademia.com/unidade/recife-pe/;https://www.google.com/maps/search/?api=1&query=SKYFIT%20Recife&query_place_id=ChIJH1GIV3cfqwcR-Nq2MN_65BI;4.4;225;
Academia Personal Fit;Academia;Academia;Avenida Tancredo Neves, R. Maria das Graças de Aguiar Cunha, 3143 - Jabotiana, Aracaju - SE, 49040-490, Brasil;Aparecida de Goiânia;GO;+5579991538918;https://www.facebook.com/personalfitnessaracaju/;https://www.google.com/maps/search/?api=1&query=Academia%20Personal%20Fit&query_place_id=ChIJ3SaNzM2zGgcRBVDDQVjypvs;4.7;268;
Alpha Trainner;Sala de fitness;Sala de fitness;R. Antônio Napoleão Pachêco, 127 - São Miguel, Arcoverde - PE, 56509-440, Brasil;Aparecida de Goiânia;GO;+5587999092766;https://www.alphatrainner.com/;https://www.google.com/maps/search/?api=1&query=Alpha%20Trainner&query_place_id=ChIJAy5jy-wbqAcRGYCtMrOI6G4;4.9;30;
ACADEMIA | B&M FitClub - GRAGERU;Sala de fitness;Sala de fitness;R. Manoel Espírito Santo, 20 - Grageru, Aracaju - SE, 49025-440, Brasil;Aparecida de Goiânia;GO;+5579988106012;https://evo-totem.w12app.com.br/bmfitclub/1/page/landing-page;https://www.google.com/maps/search/?api=1&query=ACADEMIA%20%7C%20B%26M%20FitClub%20-%20GRAGERU&query_place_id=ChIJO9nBmZSzGgcRsh1NqC9Yf4E;4.7;203;
Personal Academia;Academia;Academia;R. João Fragoso de Medeiros, 385 - Candeias, Jaboatão dos Guararapes - PE, 54430-250, Brasil;Aparecida de Goiânia;GO;+558132036335;;https://www.google.com/maps/search/?api=1&query=Personal%20Academia&query_place_id=ChIJYwTMGhHhqgcRhZ7SgeKznbY;4.6;437;
4Live Academia;Sala de fitness;Sala de fitness;R. Urquiza Leal, 598 - Salgado Filho, Aracaju - SE, 49020-490, Brasil;Aparecida de Goiânia;GO;+5579999295483;;https://www.google.com/maps/search/?api=1&query=4Live%20Academia&query_place_id=ChIJbYksYBGzGgcRREXtr__CHCI;4.8;120;
Oxigym Summer;Academia;Academia;Rua Waldemar Nery Carneiro Monteiro, 676 - Boa Viagem, Recife - PE, 51030-640, Brasil;Aparecida de Goiânia;GO;+5581973477211;;https://www.google.com/maps/search/?api=1&query=Oxigym%20Summer&query_place_id=ChIJ30BLvS0eqwcR6i-YnZuo3ZY;4.7;165;
Match Fit Boa Viagem;Academia;Academia;R. Carlos Pereira Falcão, 464 - Boa Viagem, Recife - PE, 51021-350, Brasil;Aparecida de Goiânia;GO;+558131273394;https://match.fit/;https://www.google.com/maps/search/?api=1&query=Match%20Fit%20Boa%20Viagem&query_place_id=ChIJDcfH53QfqwcRpO-FfFQflq0;4.4;326;
Unit Academia;Academia;Academia;R. Gen. Polidoro, 347 - Várzea, Recife - PE, 50740-050, Brasil;Aparecida de Goiânia;GO;+5581996119323;https://instagram.com/unitacademia;https://www.google.com/maps/search/?api=1&query=Unit%20Academia&query_place_id=ChIJUeUXhnwZqwcRiPX6y61hF2Y;4.5;213;https://instagram.com/unitacademia
WORLD Training Academia;Academia de artes marciais;Academia de artes marciais;Av. Dr. Cláudio José Gueiros Leite, 5153 - Pau Amarelo, Paulista - PE, 53431-165, Brasil;Aparecida de Goiânia;GO;+5581987304247;;https://www.google.com/maps/search/?api=1&query=WORLD%20Training%20Academia&query_place_id=ChIJjWrJh14-qwcRUFFd0gZrBAU;4.9;26;
i9 clube da saúde | Unidade Janga;Academia;Academia;Av. Dr. Cláudio José Gueiros Leite, 1138 - Janga, Paulista - PE, 53439-000, Brasil;Aparecida de Goiânia;GO;+558133170851;http://www.i9clubedasaude.com/;https://www.google.com/maps/search/?api=1&query=i9%20clube%20da%20sa%C3%BAde%20%7C%20Unidade%20Janga&query_place_id=ChIJPfCpH8k9qwcRmeyNLqscXP4;4.6;291;
AjuFit Academia;Academia;Academia;R. Patrulheiro José Garcês de Andrade, 632 - Jabotiana, Aracaju - SE, 49095-300, Brasil;Aparecida de Goiânia;GO;+5579998356412;https://ajufit.com.br/;https://www.google.com/maps/search/?api=1&query=AjuFit%20Academia&query_place_id=ChIJ3dg5vc2zGgcRlm10YXUmgz0;4.7;138;
Fortius360;Sala de fitness;Sala de fitness;*Prédio da Uniclin - R. Joaquim Godoy, N° 388 - 2° andar - Nossa Sra. da Penha, Serra Talhada - PE, 56912-450, Brasil;Aparecida de Goiânia;GO;+5587996158491;https://www.studiofortius360.com/;https://www.google.com/maps/search/?api=1&query=Fortius360&query_place_id=ChIJxSYabj0XpwcR_UL700nM20A;5;61;
Movere Studio Funcional - Treinamento Funcional;Sala de fitness;Sala de fitness;R. Prof. Ageu Magalhães, 211 - Parnamirim, Recife - PE, 52060-260, Brasil;Aparecida de Goiânia;GO;+5581999945176;https://www.instagram.com/moverefuncional/;https://www.google.com/maps/search/?api=1&query=Movere%20Studio%20Funcional%20-%20Treinamento%20Funcional&query_place_id=ChIJQYLU-MwZqwcRp50YInE-Pm4;5;93;https://www.instagram.com/moverefuncional/
Life Academia;Academia;Academia;R. Fausto Joaquim Luciano, 25 - Sen. Teotônio Vilela, Arapiraca - AL, 57311-550, Brasil;Aparecida de Goiânia;GO;+5582999861352;https://www.instagram.com/p/CTmuoACNT9Q/?utm_medium=copy_link;https://www.google.com/maps/search/?api=1&query=Life%20Academia&query_place_id=ChIJjYSP1oTVBQcR0JPXlzrDf60;4.6;140;https://www.instagram.com/p/ctmuoacnt9q/?utm_medium=copy_link
PULSE FIT;Academia;Academia;Av. Jerônimo Heráclio, 791 - Ponto Certo, Limoeiro - PE, 55700-000, Brasil;Aparecida de Goiânia;GO;+5581996519903;https://instagram.com/pulsefit.academia?igshid=MjEwN2IyYWYwYw==;https://www.google.com/maps/search/?api=1&query=PULSE%20FIT&query_place_id=ChIJNb1Boei9qwcRpZVeMG4HH0E;4.3;35;https://instagram.com/pulsefit.academia?igshid=mjewn2iyywywyw==
MeFit Academia;Academia;Academia;R. Vinte e Um de Abril, 2952 - San Martin, Recife - PE, 50820-000, Brasil;Aparecida de Goiânia;GO;+5581998626591;;https://www.google.com/maps/search/?api=1&query=MeFit%20Academia&query_place_id=ChIJ1_X8gOMfqwcRAFLPXgnT2CE;4.5;19;
Academia Livre Esporte;Sala de fitness;Sala de fitness;R. Santo Aleixo, 295 - Santo Aleixo, Jaboatão dos Guararapes - PE, 54120-040, Brasil;Aparecida de Goiânia;GO;+5581985657656;;https://www.google.com/maps/search/?api=1&query=Academia%20Livre%20Esporte&query_place_id=ChIJaQr04CEdqwcREl8Ln-ghiiQ;4.7;123;
Selfit Academias;Academia;Academia;Av. Adriano Duque de Godoy Sousa, 001 - Lj 115/116 - Nossa Sra. da Penha, Serra Talhada - PE, 56903-525, Brasil;Aparecida de Goiânia;GO;+5587999957580;http://www.selfitacademias.com.br/;https://www.google.com/maps/search/?api=1&query=Selfit%20Academias&query_place_id=ChIJvywT1vEXpwcRX_iNb6c513U;4.7;98;
Paulo Bedeu;Academia;Academia;Av. Jorge Amado, 1589 - Jardins, Aracaju - SE, 49025-330, Brasil;Aparecida de Goiânia;GO;+557932177676;http://www.paulobedeu.com.br/;https://www.google.com/maps/search/?api=1&query=Paulo%20Bedeu&query_place_id=ChIJj-l135KzGgcRWtt1qbCVFPE;4.5;68;
Academia Cia Do Corpo - EXCLUSIVE - Ouro Preto;Academia;Academia;Av. Argentina Castelo Branco, º 175 - Ouro Preto, Olinda - PE, 53370-540, Brasil;Aparecida de Goiânia;GO;+5581989438592;http://www.academiaciadocorpo.com/;https://www.google.com/maps/search/?api=1&query=Academia%20Cia%20Do%20Corpo%20-%20EXCLUSIVE%20-%20Ouro%20Preto&query_place_id=ChIJXfpsCFQ9qwcRcvJcBxwgPsY;4.8;295;
Planet Club Academia - OLINDA;Academia;Academia;Avenida Transamazônica, 581 Jd Brasil II, Olinda - PE, 53300-240, Brasil;Aparecida de Goiânia;GO;+558130990307;https://planetclub.com.br/;https://www.google.com/maps/search/?api=1&query=Planet%20Club%20Academia%20-%20OLINDA&query_place_id=ChIJ19RAnAQYqwcRJ1E_God1flo;4.5;555;
Ana Fontes;Estúdio de pilates;Estúdio de pilates;R. Poe. João Freire Ribeiro - Jardins, Aracaju - SE, 49025-600, Brasil;Aparecida de Goiânia;GO;+557930413807;https://academiaanafontes.com.br/;https://www.google.com/maps/search/?api=1&query=Ana%20Fontes&query_place_id=ChIJ5310aZKzGgcR5FCICGkbWos;4.8;45;
Academia Paulo Franco;Academia de artes marciais;Academia de artes marciais;R. Macambe, 39 - Alto José do Pinho, Recife - PE, 52210-200, Brasil;Aparecida de Goiânia;GO;+5581997945780;;https://www.google.com/maps/search/?api=1&query=Academia%20Paulo%20Franco&query_place_id=ChIJG2AvwLMZqwcRtlpaw6ofxxo;5;72;
Paulo Bedeu;Academia;Academia;Av. Dulce Diniz - Luzia, Aracaju - SE, 49048-390, Brasil;Aparecida de Goiânia;GO;+5579999475626;https://paulobedeu.com.br/;https://www.google.com/maps/search/?api=1&query=Paulo%20Bedeu&query_place_id=ChIJ12wi1hezGgcRWDyCVLueeNU;4.5;148;
Restaurante Pizzaria Do Davi;Restaurante;Restaurante;R. Dr. José Maria, 268 - São Pedro, Bezerros - PE, 55660-000, Brasil;Aparecida de Goiânia;GO;+5581996157403;;https://www.google.com/maps/search/?api=1&query=Restaurante%20Pizzaria%20Do%20Davi&query_place_id=ChIJHVcNcTElqgcRWdYGt2ik4k8;4.1;350;
Restaurante Passira;Pizzaria;Pizzaria;Av. Antônio da Costa Azevedo, 107 - Peixinhos, Olinda - PE, 53220-130, Brasil;Aparecida de Goiânia;GO;+558134269105;;https://www.google.com/maps/search/?api=1&query=Restaurante%20Passira&query_place_id=ChIJu7RgDwMYqwcRcCk23kx7gSM;4.2;1073;
Restaurante e Pizzaria Due Fratelli;Pizzaria;Pizzaria;R. Luzia Florêncio Pôrto, 125 - Maurício de Nassau, Caruaru - PE, 55014-740, Brasil;Aparecida de Goiânia;GO;+558131378792;https://app.anota.ai/restaurante-e-pizzaria-due-fratelli?utm_source=config-copy-input;https://www.google.com/maps/search/?api=1&query=Restaurante%20e%20Pizzaria%20Due%20Fratelli&query_place_id=ChIJrZ7oldiLqQcRxP8Tyelp1R8;4.7;425;
Pepita lanches;Hamburgueria;Hamburgueria;R. Dr. Devaldo Borges, 152 - Jardim São Paulo, Recife - PE, 50910-250, Brasil;Aparecida de Goiânia;GO;+5581987658106;;https://www.google.com/maps/search/?api=1&query=Pepita%20lanches&query_place_id=ChIJsz22E_EfqwcRroKlEztcZxE;4.1;59;
Dom Burger;Hamburgueria;Hamburgueria;R. Carlos Alberto Valença, 26 - Jardim São Paulo, Recife - PE, 50910-420, Brasil;Aparecida de Goiânia;GO;+5581984376156;;https://www.google.com/maps/search/?api=1&query=Dom%20Burger&query_place_id=ChIJF9TtNhUfqwcRSbVxLE9cMdQ;3.9;48;
Americo Lanches;Sanduicheria;Sanduicheria;207, R. Claudino José de Lima, 171 - Jardim São Paulo, Recife - PE, 50920-280, Brasil;Aparecida de Goiânia;GO;+5581987844891;;https://www.google.com/maps/search/?api=1&query=Americo%20Lanches&query_place_id=ChIJ6VKjjR8cqwcR7G5uGVlaRZk;4.2;314;
SantOrégano Pizzas e Massas;Pizzaria;Pizzaria;AL-101, 56 - Riacho Doce, Maceió - AL, 57039-230, Brasil;Aparecida de Goiânia;GO;+558233551222;;https://www.google.com/maps/search/?api=1&query=SantOr%C3%A9gano%20Pizzas%20e%20Massas&query_place_id=ChIJuwrtEjFHAQcR9s9HP-Ple7M;4.6;3054;
Marinas Club Brejo Grande: Restaurante, Pousada e Marina;Restaurante;Restaurante;R. Dr. Getúlio Vargas, 305 - Centro, Brejo Grande - SE, 49995-000, Brasil;Aparecida de Goiânia;GO;+557933661000;;https://www.google.com/maps/search/?api=1&query=Marinas%20Club%20Brejo%20Grande%3A%20Restaurante%2C%20Pousada%20e%20Marina&query_place_id=ChIJm_R8aZH5BAcR8N-oGLh6ujY;4.4;576;
Empório Patacho;Espresso bar;Espresso bar;Alameda Graciliano Ramos, n° 209 - Porto de Pedras, AL, 57945-000, Brasil;Aparecida de Goiânia;GO;+5581996692974;;https://www.google.com/maps/search/?api=1&query=Emp%C3%B3rio%20Patacho&query_place_id=ChIJrduNzdj7AAcRJS8GaPLE6tk;4.3;111;
Dona Betinha Pizzas;Pizzaria;Pizzaria;R. Prof. Nelson Castro e Silva - Jardim São Paulo, Recife - PE, 50781-760, Brasil;Aparecida de Goiânia;GO;+5581997203831;http://www.donabetinhapizzas.com.br/;https://www.google.com/maps/search/?api=1&query=Dona%20Betinha%20Pizzas&query_place_id=ChIJb1t5hpAfqwcRlZxTSNnNlVk;3.7;13;
Forneto;Restaurante;Restaurante;Esquina da antiga Amélia Rosa - R. José Maia Gomes, 173 - Jatiúca, Maceió - AL, 57036-240, Brasil;Aparecida de Goiânia;GO;+558230271230;http://www.forneto.com.br/;https://www.google.com/maps/search/?api=1&query=Forneto&query_place_id=ChIJtfQWKfRFAQcR_Q-r0ydsCcg;4.7;1012;
Restaurante Sombra da Mangueira;Restaurante self-service;Restaurante self-service;Rua Senador Alberto Pasqualini, 86 - Estância, Recife - PE, 50780-020, Brasil;Aparecida de Goiânia;GO;+5581985874075;;https://www.google.com/maps/search/?api=1&query=Restaurante%20Sombra%20da%20Mangueira&query_place_id=ChIJ2X7mPyIZqwcRVvm8gJoRdvM;4.6;1358;
Restaurante Yang Cheng;Restaurante chinês;Restaurante chinês;Av. Dr. Antônio Gomes de Barros, 556 - Jatiúca, Maceió - AL, 57036-000, Brasil;Aparecida de Goiânia;GO;+558232354512;;https://www.google.com/maps/search/?api=1&query=Restaurante%20Yang%20Cheng&query_place_id=ChIJ7ThK6bBFAQcRnSATAA6q-Qk;4.5;352;
Dogão da Van;Lanchonete;Lanchonete;Av. São Paulo, 556 - Jardim São Paulo, Recife - PE, 50781-600, Brasil;Aparecida de Goiânia;GO;+5581976127178;;https://www.google.com/maps/search/?api=1&query=Dog%C3%A3o%20da%20Van&query_place_id=ChIJSQEeH2AfqwcR5OQmqY6QIYQ;4;6;
Churrascaria e Pizzaria Dom Pedro I;Churrascaria;Churrascaria;R. Alagoas, s/n - José Conrado de Araújo, Aracaju - SE, 49085-000, Brasil;Aparecida de Goiânia;GO;+557932537000;;https://www.google.com/maps/search/?api=1&query=Churrascaria%20e%20Pizzaria%20Dom%20Pedro%20I&query_place_id=ChIJ8UpTV_uyGgcRSDakn9XkzsU;4.4;3952;
Restaurante e Pizzaria Koncha Praia;Pizzaria;Pizzaria;Whatsapp & CEL: (82)988388655365 - R. Patrícia Oliveira Lins, 333, Barra de Santo Antônio - AL, 57925-000, Brasil;Aparecida de Goiânia;GO;+5582994222486;;https://www.google.com/maps/search/?api=1&query=Restaurante%20e%20Pizzaria%20Koncha%20Praia&query_place_id=ChIJFWKwX5QZAQcR2vTIlGs_Ftk;4.1;202;
Rimini Pizzaria e Restaurante Praia do Francês;Pizzaria;Pizzaria;R. Carapeba, 27 - Praia do Francês, Mal. Deodoro - AL, 57160-000, Brasil;Aparecida de Goiânia;GO;+5582993292234;https://contate.me/ramini;https://www.google.com/maps/search/?api=1&query=Rimini%20Pizzaria%20e%20Restaurante%20Praia%20do%20Franc%C3%AAs&query_place_id=ChIJNZbCKhBUAQcR122r3C4hPXI;4.3;1100;
Habib's Shopping Tacaruna;Restaurante fast-food;Restaurante fast-food;Av. Gov. Agamenon Magalhães, 153 - Santo Amaro, Recife - PE, 50110-900, Brasil;Aparecida de Goiânia;GO;+551156966000;http://www.habibs.com.br/;https://www.google.com/maps/search/?api=1&query=Habib's%20Shopping%20Tacaruna&query_place_id=ChIJKxqbFX0YqwcRr99_wr-01MA;4.2;565;
Soul Fit;Academia;Academia;Av. Pres. Tancredo Neves, 3471 - Jabotiana, Aracaju - SE, 49095-190, Brasil;Aparecida de Goiânia;GO;+5579998899014;https://www.academiasoulfit.com.br/;https://www.google.com/maps/search/?api=1&query=Soul%20Fit&query_place_id=ChIJc7e-bM2zGgcRqx3akHCaOus;4.5;246;
Academia X1 Fitness - Nova Descoberta;Sala de fitness;Sala de fitness;Av. Ver. Otacílio Azevedo, 2342 - Vasco da Gama, Recife - PE, 52081-550, Brasil;Aparecida de Goiânia;GO;+5581981224286;http://www.academiax1fitness.com.br/;https://www.google.com/maps/search/?api=1&query=Academia%20X1%20Fitness%20-%20Nova%20Descoberta&query_place_id=ChIJb737sAAZqwcRATSfxqLydCc;4.4;233;
TecnoForma Coqueiral;Academia;Academia;R. Alcântara, 198 - Coqueiral, Recife - PE, 50791-560, Brasil;Aparecida de Goiânia;GO;+5581971185792;http://academiatecnoforma.com.br/;https://www.google.com/maps/search/?api=1&query=TecnoForma%20Coqueiral&query_place_id=ChIJbR-W4LAdqwcRg6-cSKnRFRI;4.6;324;
STARTFIT Academia;Academia;Academia;Av. das Garças, 10 - Rio Doce, Olinda - PE, 53080-800, Brasil;Aparecida de Goiânia;GO;+5581986628163;https://www.instagram.com/startfitacademiaoficial_?igsh=MTU4ZGJyaTl3eTVrZQ==;https://www.google.com/maps/search/?api=1&query=STARTFIT%20Academia&query_place_id=ChIJa_At4y49qwcRqpMNcsGNn8c;4.6;31;https://www.instagram.com/startfitacademiaoficial_?igsh=mtu4zgjyatl3etvrzq==
